id_str,created_at,full_text,label_manual
1.74085251741061E+018,Fri Dec 29 21:49:18 +0000 2023,@sahril_214 @imnlotv @xandreanda @PartaiSocmed biasa bang org yg gapernah sekolah ya gini ketikannya. org jelas WNI itu dikasih special treatment buat pemungutan suara lebih cepat secara mereka statusnya diaspora (tinggal diluar negeri),Netral
1.32468539378296E+018,Fri Nov 06 12:09:43 +0000 2020,Dubes koq macam gak ada niat melindungi WNI diluar negeri ya. Sadis amat hatinya.,Negatif
1.81596096068914E+018,Wed Jul 24 04:03:26 +0000 2024,the lecturers and professors arent any better compared to the students. everyone is feigning ignorance indonesia dont need to worry about any upcoming brain drain the competency crisis is real and not getting any better,Negatif
1.96260880693381E+018,Mon Sep 01 20:09:37 +0000 2025,@tanyarlfes Dikira diaspora diluar negeri cuman seneng2 doang??? Gak sedikit ya diaspora sebagai tulang punggung keluarga gila lo. Secara gak langsung diaspora mendukung perputaran roda ekonomi dengan transferan bulanan nya. Sinting. Pada akhirnya juga tetep WNI kesel bgt!!!!,Negatif
1.90686474222608E+018,Tue Apr 01 00:22:37 +0000 2025,@thealepalombo Major problem wiht Indonesia is brain-drain! The best talent just moves out to Singapore or Australia for better wages. Jakarta traffic is nightmare as the civil engineering was not thoughful. Roads are not planned nicely so it takes a full circle for you to go to a nearby,Negatif
1.62023628864032E+018,Tue Jan 31 01:43:28 +0000 2023,@strike_bravo_b Indonesia bakal kena brain drain gak ta,Netral
1.97445781484546E+018,Sat Oct 04 12:53:21 +0000 2025,Kuota Beasiswa LPDP 2026 Dipangkas Meski Pendaftar Makin Membludak: Ada Apa? https://t.co/kTuMJkBq7b #LPDP #STEM #anggaran #beasiswa #bitvonline,Negatif
1.66305155673506E+018,Mon May 29 05:16:03 +0000 2023,@CNNIndonesia Sebenarnya biarin juga gak apa-apa kalau TNI/polri enggak mampu membebaskannya toh bukan WNI juga kan tapi kita masih punya rasa kemanusiaan membayangkan gimana kalau WNI diluar negeri juga ada yang kejadian begini semoga tidak terjadi.,Netral
2.02946738073756E+018,Thu Mar 05 08:01:43 +0000 2026,Indonesian influencer Ms Dwi Tyas Sasetyaningtyas sparked outrage while living in Britain posting about her children becoming UK citizens..... ......as it turns out that she and her husband had studied in the UK on Indoensian State-Funded Scholarships. https://t.co/7ekvIHcDKd,Negatif
1.47258511164417E+018,Sun Dec 19 15:10:24 +0000 2021,@muthia43644354 Sebenernya indonesia punya banyak pemain darah indonesia yg bermain diluar negeri tapi Untuk jadi wni harus jelas kayak elkan baggot ini yg jelas jelas dari darah indonesia keturunan ibunya,Netral
1.89135710346323E+018,Mon Feb 17 05:20:47 +0000 2025,@mas_veel all hail Indonesia brain drain,Negatif
2.04292459272618E+018,Sat Apr 11 11:15:53 +0000 2026,Cek bukti kelulusan S2 S3 PPDS Beasiswa LPDP dan PPDS serta Hasil ujian klien klien kami Periode : Jan - Feb 2026 IG : https://t.co/E6svFzTAuJ Tiktok : https://t.co/QtaREydgAB Web : https://t.co/JshNx4nSTG #kelastpatbi #testimoni https://t.co/eBja5Bzal8,Netral
2.04011118098822E+018,Fri Apr 03 16:56:23 +0000 2026,@andremirza @SeekHustle ponakanku lulusan incen jg diterima S2 di ITB plus diterima double degree universitas di jepang LOA sdh ada tp sedih 2x tidak lolos lpdp tidak lolos jasso juga jadi sedih sudah diterima tapi terkendala biaya kuliah mohon bantuan infobeasiswa utk S2 double degree jepang,Negatif
1.87039612245341E+018,Sat Dec 21 09:09:20 +0000 2024,1️⃣ Fenomena Brain Drain - Banyak talenta muda Indonesia hijrah ke luar negeri terutama Singapura. - Penyebab: tawaran pendidikan dan pekerjaan lebih baik. - Solusi: Menyediakan lapangan kerja berbasis teknologi tinggi di dalam negeri.,Netral
1.95358243493273E+018,Thu Aug 07 22:22:02 +0000 2025,di indo jg gitu. minimal bgt bisa les dan tes ielts baru tu daftar beasiswa. Tapi tapi tapiii glad to know di LPDP ada jalur afirmasi jd bisa TOEFL aja AAS dan Fulbright juga ga harus IELTS bisa TOEFL. Seneng bgt skrg opportunity beasiswa lebih terbuka untuk berbagai latar blkg,Positif
1.81781978177039E+018,Mon Jul 29 07:09:44 +0000 2024,Sudah 1 M views. Apakah ini saatnya kita menyambut Brain Drain di Indonesia? ,Negatif
1.71716184905635E+018,Wed Oct 25 12:51:02 +0000 2023,Ko orang tau ape? This is the best way to stop brain drain. Make sure the future generations speak zero English. BM only.... even in Indonesia also tak laku. Ok Done backup.,Label
1.67906629145241E+018,Wed Jul 12 09:52:54 +0000 2023,Inila kenapa indonesia gak maju2 banyak ahli2 WNI sukses diluar negeri dsb.,Negatif
1.78517458710348E+018,Tue Apr 30 05:09:23 +0000 2024,Indonesia plans to offer dual citizenship to halt brain drain https://t.co/gQkFuTj1s0 #TMRWorld #TMRNews,Negatif
2.03699121759528E+018,Thu Mar 26 02:18:46 +0000 2026,Dapatkan akses ke ribuan latihan soal lengkap Tes TOEFL ITP PREDICTION beserta Sertifikat nya di TOEFL ACADEMY. Pakai kode: Kode Diskon Affiliate TOEFLACADEMY : KEJARPELUANG Kode Diskon Tambahan TOEFLACADEMY : TOEFLACADEMY t. kedinasan bumn cpns rbb beasiswa TOEFL LPDP ielts https://t.co/EECTZrFcjc,Netral
2.03813228082957E+018,Sun Mar 29 05:52:57 +0000 2026,@NataliusPigai2 NAH BETUL ITU BANG PIGAI...HARUSNYA YANG BERHAK MENERIMA BEASISWA LPDP BUKAN ANAK PEJABAT DAN BUKAN ANAK ORANG2 KAYA....KARENA MEREKA ANAK PEJABAT SUDAH BANYAK DAPAT PREFILEGE DAN TUNJANGAN DARI ORTUNYA..,Netral
1.95588581141894E+018,Thu Aug 14 06:54:50 +0000 2025,LPDP sekarang susah? Gw barusan papasan ama junior gw katanya lebih susah dapat beasiswa dibanding LoA kampus top 50.,Negatif
1.79350853100363E+018,Thu May 23 05:05:30 +0000 2024,Looking at how Indonesia runned by this whole circuss Indonesia Emas 2045 udah ga mungkin paling 2035 udah hancur juga negaranya.. Brain drain sama average IQnya turun ke 60-an liat aja..,Negatif
1.77284445931695E+018,Wed Mar 27 04:33:51 +0000 2024,@niwseir kalo baca artikel soal brain drain di india the top number 1 to 3 selalu pergi kerja keluar negeri dan yang sekarang yang di negara india sendiri bukan top of the cream mereka dan hasilnya luar biasa. gimana kalo gak brain drain? kalo di indonesia diusir sama pak luhut,Negatif
1.69660938812615E+018,Tue Aug 29 19:42:54 +0000 2023,@pengarang_sajak Sudah dininabobokkan oleh strategi intelijen paman dobol Indonesia sendiri dibuat kacau dg adanya genosida politik 65-66 terjadi brain drain dan menjadi eksil. Yg tertinggal hanya otak tentara suka perintah dg teriak kekerasan bahkan pembunuhan. Generasi berikutnya stunting,Negatif
1.78567046969555E+018,Wed May 01 13:59:50 +0000 2024,Indonesia is planning to offer #dualcitizenship to its skilled diaspora as part of efforts to stem a brain drain of local talent. #Indonesia #expat #digitalnomad https://t.co/FJxUUW19fP via @economics,Negatif
2.02752016379773E+018,Fri Feb 27 23:04:11 +0000 2026,@sbmptnfess Ini mah 11-12 ama biar aku aja yang wni anakku jangan . Cuman versi lokal aja. Udah dibiayain yang biayain dihina,Netral
1.9594684771165E+018,Sun Aug 24 04:11:04 +0000 2025,dan setelah mereka belajar di luar ilmu mereka benar² bisa diaplikasikan di Indo. Beasiswa Aussie dan Eropa sekarang juga sudah mulai terbuka utk irang Asia&amp;Indonesia. Banyak juga beasiswanya. Itu bisa jadi alternatif selain LPDP. ~,Negatif
2.03813633912493E+018,Sun Mar 29 06:09:04 +0000 2026,Kalo apply beasiswa apapun nih ya LPDP kek chev kek aas kek inceran ambi (kalo super pinter dan berprestasi banget) adalah top 50 jurusannya. Tapi layer kedua adalah top 100. Ini jurusannya top 100 World Wide lho.,Positif
1.23741098396804E+018,Tue Mar 10 16:12:23 +0000 2020,@bps_statistics Situs https://t.co/SUw32XCApH memang tidak bisa di akses diluar negeri ya. Menjadi kendala bagi WNI berada di luar negeri. https://t.co/vkUrSOFxSw,Netral
2.02752016379773E+018,Fri Feb 27 23:04:11 +0000 2026,@sbmptnfess Ini mah 11-12 ama biar aku aja yang wni anakku jangan . Cuman versi lokal aja. Udah dibiayain yang biayain dihina,Netral
1.95868882085528E+018,Fri Aug 22 00:33:00 +0000 2025,Prabowo Siapkan 4.000 Beasiswa LPDP 2026 Lukmanul Hakim: Harapan Besar untuk Anak Muda https://t.co/EJLw8PoJ0T,Negatif
2.03535099717082E+018,Sat Mar 21 13:41:07 +0000 2026,&gt; Diketahui dpt izin penundaan kewajiban kontribusi di Indo &gt; Diduga lg proses ngajuin Green Card &amp; pindah kewarganegaraan &gt; Desak LPDP klarifikasi ttg proses seleksi publikasi izin penundaan kewajiban &amp; kasih sanksi berat ke ybs utk balikin uang beasiswa + bunganya (3/4),Positif
1.71059857095148E+018,Sat Oct 07 10:10:55 +0000 2023,@stats_feed Brain Drain Countries in the World (Brain Drain Country Score) 1️⃣ Samoa : 10.00 🇼🇸 2️⃣ Jamaica : 9.10 🇯🇲 3️⃣ Palestine : 8.80 🇵🇸 4️⃣ Somalia : 8.70 🇸🇴 5️⃣ Micronesia :8.70 🇫🇲 6️⃣ Eritrea :8.50 🇪🇷 7️⃣ El Salvador :8.40 🇸🇻 8️⃣ Albania :8.30 🇦🇱 9️⃣ Haiti : 8.20 🇭🇹 Syria,Negatif
1.8917644080549E+018,Tue Feb 18 08:19:16 +0000 2025,Bagaimana suara ilmuwan dan diaspora Indonesia di luar negeri soal #KaburAjaDulu dan ancaman brain drain ?. #Humaniora #AdadiKompas https://t.co/DKhIW0q5EE,Netral
1.52721091308583E+018,Thu May 19 08:53:50 +0000 2022,@geloraco Zaman Pemerentahan PETRUK terhadap WNI nya yg ada diluar negeri lepas tanggung jawab !,Netral
1.97766239698358E+018,Mon Oct 13 09:07:13 +0000 2025,Beasiswa LPDP 2026 akan Berubah Skemanya Inilah Bocoran Fokus dan Arah Baru yang Diterapkan https://t.co/3GpC5HHJvB,Negatif
1.11774817199462E+018,Mon Apr 15 11:15:05 +0000 2019,@KPU_ID harus bertanggungjawab pada wni diluar negeri yg hilang hak pilihnya padahal sdh antri...,Netral
1.24338427745194E+018,Fri Mar 27 03:48:07 +0000 2020,Akibat COVID-19 Menlu Retno Jamin Keamanan Ribuan WNI yang Berada diluar Negeri - https://t.co/2cd29rqeL2,Negatif
1.97188973856003E+018,Sat Sep 27 10:48:44 +0000 2025,Selain LPDP ada banyak beasiswa pemerintah untuk kuliah S1 S2 hingga S3 baik di dalam maupun luar negeri. https://t.co/JmFqwKojBe,Netral
2.04171770897544E+018,Wed Apr 08 03:20:09 +0000 2026,Dari UGM lanjut ke University of Glasgow? Kok bisa ya dapet double degree + beasiswa LPDP? ,Netral
1.22776776230442E+018,Thu Feb 13 01:33:40 +0000 2020,@CNNIndonesia Masalahnya adalah : Veronica Coman itu siapa...? Seorang Desersi WNI... diberi beasiswa.. ketika ada masalah kabur.. dan teriaj2 diluar negeri menjelaek2kan indonesia... Pengkhianat dan gakbtahu malu... itu masalahnya... paham,Positif
1.43574050116078E+018,Wed Sep 08 23:03:04 +0000 2021,WNI yg diluar negeri statusnya tetap WNI banyak juga.. Ada yg lagi study ada yg lagi kerja ada yg jd TKW juga... Ada yang lomba.. Sama halnya Gue yg WNI tinggal dinegara gue sendiri. Gue taat oeraturan karena gue percaya hukum. Kalau kita berbuat kriminal ada sanksi yg berlaku.,Negatif
1.95746816758196E+018,Mon Aug 18 15:42:33 +0000 2025,@cloudleskies @azvinhutama kan sudah diikat dgn prjanjian. sama kyak lpdp klo mau dftar syarat hrus pulang ke indo. bisa aj dibikin prjanjian yg sama. hrus mau dit4kan di t4 yg membutuhkan. klo gk mau y jngn dftar lpdp cari beasiswa lain ato sekolah pake duit pribadi,Netral
2.03019796545394E+018,Sat Mar 07 08:24:48 +0000 2026,Profil Pendidikan Dwi Sasetyaningtyas Alumni Awardee LPDP yang Viral dengan Ucapan Cukup Aku Aja yang WNI Jadi Sasaran Kritik Warganet https://t.co/bYoo1rJtgV,Netral
1.95648515676164E+018,Fri Aug 15 22:36:25 +0000 2025,@prabowo 7.Peserta BeaSiswa LPDP meningkat 8.Minimalisir Impor2. Hemat Devisa 9.Memperkuat KEDAULATAN NKRI dan EKONOMI 10.Mengupayakan 1 US Dollar = Rp 8.000 11.Memacu Pengembangan Jutaan Unit UMKM 12.Industri2 maju pesat 13.Mperbanyak Hilirisasi SDA 14.SDA utk Kemakmuran RAKYAT.,Negatif
1.88913752085798E+018,Tue Feb 11 02:20:58 +0000 2025, Gimana jadinya kalau banyak orang kabur dari Indonesia? Apa kita bakal kena brain drain besar-besaran kaya negara streetfood? https://t.co/ZLNJdZxoHc,Positif
1.24710779804061E+018,Mon Apr 06 10:24:03 +0000 2020,@HoldenKlasik Mbah nitip pertanyaan.. pertanyaan yg blm terjawab semenjak saya tertular virus mencintai mobil tua .. org2 diluar negeri bisa/boleh beli mobil dari negara lain (import) secara pribadi.. tapi knp kita wni gk bisa/boleh beli mobil dari luar negeri (impor) secara pribadi jg,Negatif
1.96199174251083E+018,Sun Aug 31 03:17:38 +0000 2025,dipikir pikir enak ye dia kuliah di us pake duit negara tanpa harus repot daftar lpdp atau beasiswa lain :/,Netral
1.86527125137746E+018,Sat Dec 07 05:44:56 +0000 2024,Indonesia needs a big brain drain. like everyone that has some capacity to work *not* here should just go do an exodus,Negatif
1.9596088494068E+018,Sun Aug 24 13:28:52 +0000 2025,@shuacrush @suprat009 @LPDP_RI Wah terima kasih untuk informasinya kak Semoga kita semua bisa berjuang bersama dan sukses melalui program beasiswa LPDP ya kak. Amiin ,Negatif
1.95323116635152E+018,Wed Aug 06 23:06:13 +0000 2025,Belajar IELTS All Skills Intensif 1 Bulan mulai dari basic s/d advance belajar bareng tutor expert Awardee Beasiswa LPDP University Of Queensland + 2x tes IELTS Simulations #TOEFL #IELTS #lesielts #beasiswa #Scholarships #kursus #bahasainggris #les #bimbel #BUMN #CPNS #WHV https://t.co/UlZ4dde2oR,Positif
1.65585716952135E+018,Tue May 09 08:48:08 +0000 2023,Presiden Jokowi: perlindungan terhadap WNI diluar negeri terus ditingkatkan https://t.co/yamIBk8LIX,Netral
2.03663875492934E+018,Wed Mar 25 02:58:12 +0000 2026,Masih ada slot! Kita buka jasa pembuatan Esai/personal statement LPDP Beasiswa Garuda Beasiswa Indonesia Bangkit Beasiswa Unggulan atau beasiswa lain klik whatsapp di bio ya slot terbatas! https://t.co/0agalHkgTl,Positif
2.03019785389388E+018,Sat Mar 07 08:24:22 +0000 2026,Profil Pendidikan Arya Iwantoro Suami Dwi Sasetyaningtyas yang Turut 'Dikuliti' Warganet Disebut Langgar Aturan LPDP https://t.co/sNFY0VEOf9,Netral
1.56464754008748E+018,Tue Aug 30 16:13:37 +0000 2022,Does Indonesia have a problem with brain drain? Why messyfishsauce leaving the country is poised to stop it from becoming an economic superpower:,Negatif
1.97355530926543E+018,Thu Oct 02 01:07:07 +0000 2025,Hallo!! Bagi yang sedang cari les bahasa inggris les TOEFL/IELTS bimbingan beasiswa private Tes TOEFL ITP/IELTS bisa DM aku ya Dibimbing oleh Pro Tutor #TOEFL #IELTS #lesielts #LPDP #BUMN #CPNS #IISMA #AAS #kursus #english #studyabroad #course https://t.co/I612Qv5qcK,Negatif
2.04032420759537E+018,Sat Apr 04 07:02:53 +0000 2026,Gapapa deh tahun ini tak pending lagi mau daftar s2 walupun mau daftar beasiswa setelah tahun lalu ketolak lpdp.,Netral
2.03639549700362E+018,Tue Mar 24 10:51:35 +0000 2026,SEKELUARGA MUAK JADI WNI JADI AKU AAMIIN IN BISA KERJA DILUAR NEGERI TP KALO COWOK KOREA RL NTAR DULU DEH SELAIN IDOL SAMA AKTOR AKU GA BERANI,Positif
1.3519152372308E+018,Wed Jan 20 15:31:24 +0000 2021,@detikcom Percuma deportasi cuma 6bln hbs itu bs masuk kembali padahal wni kl diluar negeri aja aturan ketat&amp;tegas knp di indo tdk bs buat aturam utk wna yg tegas dan ketat,Negatif
2.04382460074067E+018,Mon Apr 13 22:52:11 +0000 2026,@inidaffajuga Saat negara lagi keadaan kayak gini.. sempet2nya mereka ini.. ah tp hbs ini ttp kuliah ttp dpt lpdp or beasiswa lain lari deh dr indo..,Negatif
1.31351480840728E+018,Tue Oct 06 16:21:48 +0000 2020,1. Dalam labour market pelemahan perlindungan untuk supply side (tenaga kerja) bisa berpotensi untuk memperparah fenomena brain drain dimana tenaga kerja ahli dan potensial hengkang dari Indonesia krn merasa tdk mendapat jaminan perlindungan kerja yg cukup.,Negatif
1.6431106782183E+018,Tue Apr 04 04:38:07 +0000 2023,@BNarararya @madHink Up mas brain drain ga bisa resign karena PP yg berlaku ga bisa ngajuin mutasi ga bisa pindah jabatan karena tidak ada formasi. Udah akut bener ini birokasi Indonesia. Sementara diluar urban legend isapan jempol berjudul nikmatnya jadi PNS masih digaungkan.,Negatif
2.02929719535542E+018,Wed Mar 04 20:45:28 +0000 2026,Jd saya tdk setuju dg pernyataan bpk purbaya bahwa ibu dwi sasetyaningtyas tdk mempunyai rasa nasionalisme.,Negatif
2.04043720666662E+018,Sat Apr 04 14:31:54 +0000 2026,hi guys! aku buka jasa ‍️‍️‍️ proofreading essay/motivation letter untuk LoA univ LN/DN dan beasiswa mentoring dan brainstorming beasiswa DN/LN (lpdp gks erasmus stipendium aas fullbright manaaki dll) #zonauang #jokitugasmurah,Negatif
1.95498334678379E+018,Mon Aug 11 19:08:46 +0000 2025,Membanggakan Asisten Pribadi Anies Baswedan Lanjut Studi ke Harvard University dengan Beasiswa LPDP. https://t.co/nZiqba3Twf https://t.co/TF9ujcSjIR,Netral
1.9232515112131E+018,Fri May 16 05:37:47 +0000 2025,1) ada skill gap antara loker sm pencari kerja. 2) there's a brain drain (human capital flight) happening in indonesia where qualified workers are going abroad because mau gimana pun loker dalem negeri ga akomodasi org2 yg skillnya lebih dihargai di luar negeri,Positif
1.95121317573237E+018,Fri Aug 01 09:27:27 +0000 2025,Bantu isi pra-survei ini yuk buat yang lagi persiapan seleksi tahap wawancara beasiswa LPDP atau Beasiswa Unggulan https://t.co/TPWLccBuOA,Negatif
1.89242073656582E+018,Thu Feb 20 03:47:17 +0000 2025,Tren #KaburAjaDulu bukan hanya sekadar luapan emosional di media sosial tetapi juga berpotensi memicu fenomena brain drain/eksodus talenta dari Indonesia ke negara lain.,Netral
1.12308274155619E+018,Tue Apr 30 04:32:46 +0000 2019,@selv1_ana @ItsbackRudy @PolisiMedsos @Bejo_Mcleopard @ryan_nicolass @JokSusi2019 @fariz1234 @Dickusnadi @jangkun9 @noperhan @DimazPrada @jonekaputra @ardhanAmin @nusantara75428 @mujilah64 @nugrohoabc @Iyoet17 @younger01one @TheArieAir @mrhoky1 @ririnretno19 @byandina @AryPrasetyo_85 @biggerstop @yogaGARISKERAS @tika_sekti @Genesis7173 @angelmaximilan @MalanaSurur @BHD_58 @Ken2steve @ilhameffendy9 @ellykellyk @TitaMelinda9 @WWirjawan @kuyupmenggigil @edi_sadja @P3nj3l4j4h @AMKAnwar1 @SalmaBrecht @gadisresidu_b3 @Noegraha_AB @ebongBOY @ankianggita @PDI_Perjuangan @BPPemiluPDIPDKI @budimandjatmiko @ganjarpranowo @jokowi @prabowo Siapa suruh 58% jkt milih Anies Jokowi wkt ngomong kan wagubnya BTP bukan si Wan abud sukurlah WNI diluar negeri ikut menggenjot suara kemenangan Jokowi klo pilkada DKI yg diluar negeri bisa ikutan coblos udah out tuh si gub ayat &amp; mayat wan abud,Negatif
1.87329317196861E+018,Sun Dec 29 09:01:10 +0000 2024,@IndBolanesia Repatriasi dana dari wni yg diluar negeri ke dalam negeri itu udah pasti. Bisa saja dikasih pajak juga misalkan. Investasi di dalam negeri juga lebih mudah apabila mereka masih wni ga dianggap pma,Netral
2.02728705666232E+018,Fri Feb 27 07:37:54 +0000 2026,Latar belakang keluarga hingga sosok ayah Dwi Sasetyaningtyas atau Tyas diburu publik setelah pernyataan cukup aku aja yang WNI anak-anakku jangan viral di media sosial. Berikut fakta-faktanya: https://t.co/LVcx10a6CS LPDP | Dwi Sasetyaningtyas | Disway,Netral
1.9762414928817E+018,Thu Oct 09 11:01:03 +0000 2025,Polres Belitung Timur Mengikuti Zoom Meeting Penjaringan Minat Bakat Beasiswa LPDP Yang Bertujuan Untuk Mendukung Pengembangan Sumber Daya Yang Berkualitas Dan Berdaya Saing Global. Bertempat Di Ruang Vicon Polres Belitung Timur. @listyosigitprabowo @spripim.polri https://t.co/Noyjs0atHX,Netral
1.52695646960987E+018,Wed May 18 16:02:46 +0000 2022,@loneelyst @99skets Klo misal WNAnya ada di indonesia diancam sama WNI yg ada di indonesia mungkin ini bisa diusut secara hukum. Tpi klo misal yg laporin WNI tapi WNAnya diluar negeri kan serasa kayak gimana gitu pasti susah ngurusnya.,Positif
2.02717767517826E+018,Fri Feb 27 00:23:15 +0000 2026,@SukarinduID bukaan kak itu yg kmrn biar aku aja yg jadi WNI anakku jangan ,Netral
1.96251119975472E+018,Mon Sep 01 13:41:46 +0000 2025,2024-2026 Kemenag-LPDP Alokasikan 150 Miliar Dana Riset Kolaboratif Untuk Para Dosen. Kementerian Agama bekerjasama dengan Lembaga Pengelola Dana Pendidikan (LPDP) Kementerian Keuangan RI mengalokasikan anggaran riset senilai 150 milyard dari tahun 2024-2026. Anggaran tersebut https://t.co/2gzQI2HVAm,Netral
1.82172174155687E+018,Fri Aug 09 01:34:43 +0000 2024,@TVMohandasPai @nsitharaman Complete insensitivity to the wealth creators of the nation. The salaries. No innovation in the budget. Just abuse of power to tax the vulnerable middle class. Eg: Indonesia has a digital nomad visa attracting gen-z from all over. Causing brain drain by hurting the educated,Positif
1.80113131457101E+018,Thu Jun 13 05:55:43 +0000 2024,@AmreeZaid In a few years aku rasa lah talent brain drain akan ke Indonesia dan bukan ke SG. 6-7 unicorns (maybe lebih kot entah aku dah lost count) Young population internet penetration better purchasing power pun meningkat.,Negatif
2.03812407612922E+018,Sun Mar 29 05:20:20 +0000 2026,@bharamahesaa @NataliusPigai2 Mungkin blm mencapai kapasitas itu. Orang2 di luar sana hrs tau seribet itu mau ngajuin lpdp rencana studi pun hrs dibikin mateng2. Ini beasiswa untuk semua org terlepas mau kaya/miskin semua boleh daftar cmn buat org yg bener2 mau repot berjuang &amp; berusaha tapinya yaa,Positif
1.79614658027104E+018,Thu May 30 11:48:10 +0000 2024,Indonesia Mulling Dual Citizenship In a Bid to Reverse Brain Drain @Diplomat_APAC https://t.co/6ogGKt3MHc,Positif
2.04109607542422E+018,Mon Apr 06 10:10:00 +0000 2026,Kesempatan Emas! LPDP 2026 Buka Beasiswa Akselerasi S2 Luar Negeri https://t.co/y2IZMwr8m8,Netral
1.93809331093099E+018,Thu Jun 26 04:33:48 +0000 2025,@JatIkhwan Nasi goreng indonesia? Laaaah Pergi kedai2 kat malaysia pun tkde lah pernah tengok nasi goreng malaysia wkwk Bro use ur brain before tweet this one u know indonesia netizen will drain you ,Netral
1.47746914634231E+018,Sun Jan 02 02:37:49 +0000 2022,Semoga negara lain yang tau kondisi ini segera merekrut para peneliti Indonesia. Biar aja Indonesia brain drain. Nasionalisme gak bikin perut terisi.,Netral
2.03626295365849E+018,Tue Mar 24 02:04:54 +0000 2026,Memungkinkan pakai beasiswa kaya LPDP gitu ga dok? Atau ada rekomendasi beasiswa lain? Nanti penyetaraan berapa lama ya dokter? https://t.co/OIy2LcZp0i,Negatif
1.23364160249031E+018,Sat Feb 29 06:34:12 +0000 2020,@Theking3231Juan Sekali lagi catat ya. Bedakan yg didalam negri dgn WNI yg diluar negeri. Jika ditemukan ada yg terinfeksi virus Corona didalam negeri baik itu turis ataupun warga setempat artinya bahwa virus Corona sudah masuk ke Indonesia. Itu yg dipertanyakan @WHO terhadap pemerintah. https://t.co/JWpAJLK1Vv,Netral
1.83367492085923E+018,Wed Sep 11 01:12:23 +0000 2024,indonesia brain drain 2045,Netral
1.3136894057988E+018,Wed Oct 07 03:55:36 +0000 2020,Alhamdulillah UU cipta kerja sudah disahkan Banyak WNI yang berkerja diluar Negeri bisa punya pekerjaan dinegeri sendiri. Mereka bisa berkumpul dengan keluarga dan punya penghasilan. https://t.co/zOAFLtKzxf,Negatif
1.69247268801367E+018,Fri Aug 18 09:45:08 +0000 2023, Brain drain is a prevalent phenomenon in developing countries such as Indonesia resulting in scarcity of skilled workers decline in social services quality and loss of educational investment. https://t.co/LUDPkvsihr,Positif
1.69196413682834E+018,Thu Aug 17 00:04:20 +0000 2023, merantau ke Jawa sounds so 80s. semua orang Indonesia berhak menikmati pendidikan berkualitas tanpa harus ke Jawa. ini juga biar tiap daerah bisa mengalami brain gain alih-alih brain drain ,Netral
2.02728705666232E+018,Fri Feb 27 07:37:54 +0000 2026,Latar belakang keluarga hingga sosok ayah Dwi Sasetyaningtyas atau Tyas diburu publik setelah pernyataan cukup aku aja yang WNI anak-anakku jangan viral di media sosial. Berikut fakta-faktanya: https://t.co/LVcx10a6CS LPDP | Dwi Sasetyaningtyas | Disway,Positif
1.44823068498048E+018,Wed Oct 13 10:14:36 +0000 2021,@salwahnur Setauku bisa utk orang-orang tertentu wa kayak TKI yang pulang ke indo sm wni yg pelajar di luar negeri. Diluar dr itu harus karantina pakai biaya sendiri. Cmiiw,Netral
1.1176447982093E+018,Mon Apr 15 04:24:19 +0000 2019,@busbudimansyah Berarti wni dlm negeri ga boleh kerja dan berhasil diluar juga ya de?,Netral
1.84396110490256E+018,Wed Oct 09 10:26:01 +0000 2024,@muannas_alaidid Tuh dengerin yaaa.. ini kata orang pinter.. 11 rb Trilyun yg dibilang jokowi konteksmya bukan kita memiliki dan menyimpan uang diluar negeri tapi data tentang nilai aset sejumlah WNI secara perorangan atau korporasi yg ada di luar negeri.. Duitnya ada kok..kata jokowi jg gitu,Netral
2.04120028676592E+018,Mon Apr 06 17:04:06 +0000 2026,Skandal LPDP dengan 44 alumni yang terkena sanksi berat bikin heboh! Dana beasiswa diduga disalahgunakan dan ada yang gak balik ke Indonesia. LPDP janji gak bakal toleransi pelanggaran demi jaga integritas dan masa depan pendidikan kita! #LPDPSkandal #JagaIntegritas https://t.co/CCDwXnySV9,Netral
1.96725864297106E+018,Sun Sep 14 16:06:25 +0000 2025,my Sunday activities membawa Mbak Joy bertemu adik Sungho untuk ngopi dan open mentoring mock up interview beasiswa unggulan dan lpdp work lyfe balance (ceritanya) skskks have a good day everyone! https://t.co/zx3b005eLo,Negatif
3.41401822004642E+017,Mon Jun 03 03:51:51 +0000 2013,CIE DWI @SASETYANINGTYAS *NYARIS* S.T.,Positif
1.88824982445956E+018,Sat Feb 08 15:33:34 +0000 2025,@CNNIndonesia slamat datang di era brain drain dan indonesia bakalan mundur kebalakang ke era sebelum sumpah pemuda. thailand vietnam dan malasyia udah menyalip bentar lagi selevel korea selatan filipina bentar lagi melewati &amp; timor leste jika indon tetep sama dlm 10thn bakalan disalip,Netral
1.16221921793808E+018,Fri Aug 16 04:27:09 +0000 2019,@riyadh_kbri @KJRIJeddah Pihak keluargan Ato Suparto Dan Siti komariah semakin Sedih karena kabar tersebuat belum memuaskanya maka kami meminata agar pihak yang terkait Tolong tindak lanjut nya yang jelas. @MataNajwa Agar bisa angkat KSS sebelum Ada kematian WNI diluar negeri https://t.co/RTgRHB74mU,Negatif
1.74416302899902E+018,Mon Jan 08 01:04:05 +0000 2024,#GanjarMahfudM3nangDebat #GanjarMahfud2024 Siapa lg cba pemimpin yang bsa membebaskan WNI yang ditawan diluar negeri klau bkan pak Ganjar. https://t.co/NXINhtfklb,Negatif
