conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str
1877606418033086976,Fri Jan 10 07:05:21 +0000 2025,5,Ibu dan Bapak yang saya hormati Sebagai bagian dari upaya untuk melindungi segenap bangsa Indonesia dan seluruh tumpah darah Indonesia maka setiap warga negara Indonesia di mana pun mereka berada harus merasakan kehadiran dan pelindungan dari negara. Hal ini juga termasuk,1877612678421819904,,Kemlu_RI,in,,0,1,5,https://x.com/undefined/status/1877612678421819606,160858057
1876878728493495040,Wed Jan 08 06:28:54 +0000 2025,1,Tak heran jika tingkat Brain drain di indonesia semakin meningkat saya yakin jika setiap orang indonesia mempunyai kesempatan untuk mengadu nasib di negara lain mereka akan memilih untuk meninggalkan negaranya. #jokowiRajaKorup https://t.co/46XemCOefD,1876878728493495040,https://pbs.twimg.com/media/GgwDQG_aYAEhZdJ.jpg,,in,,0,0,0,https://x.com/undefined/status/1876878728493494629,1649047512072995072
1875945326244512000,Mon Jan 06 07:48:22 +0000 2025,0,@Bhikhshu No. Procreate and Prosper there. Make new colonies. Embrace Iskon movements. Brain Drain should stop but any Hindu wanting to go outside shouldn't be a problem. Guyana/Mauritius/Fiji/Nepal are Important Indian Colonies. India should invest in Hindufication of Indonesia.,1876173953045319936,,Bhikhshu,en,,0,0,0,https://x.com/undefined/status/1876173953045319733,1468249724423660032
1874799342009339904,Fri Jan 03 03:08:55 +0000 2025,0,@jeonjaeyo indonesia di fase brain drain,1875016463368811008,,jeonjaeyo,in,,0,1,0,https://x.com/undefined/status/1875016463368811003,1041233411661278976
1873951675486277888,Wed Jan 01 02:41:13 +0000 2025,4,@anditoshiro Masalah Indonesia bukan brain drain mas tapi mismanagement. Kita punya bonus demografi tapi terbukti daya serap lapangan kerja malah menurun tajam. Alhasil mengurangi export diaspora gakan memecahkan masalah yang signifikan tapi malah menciptakan kelesuan karena talentanya,1874284716981182976,,anditoshiro,in,,0,0,0,https://x.com/undefined/status/1874284716981182835,19844990
1873120450731205120,Sun Dec 29 13:15:59 +0000 2024,0,@jvgraz A lot of the scientists I work w/are immigrants from other countries who came to the states for a better life: India China Saudi Arabia Lebanon Indonesia Japan &amp; portions of Africa. When that opportunity is gone I can see a brain drain in this country,1873357295998112000,,DarkHorse048,en,,0,0,0,https://x.com/undefined/status/1873357295998111760,871385315029725184
1872322947907784960,Sat Dec 28 03:08:52 +0000 2024,0,@opposite6892 jaman sora AI kling AI dll atulah indonesia bener2 brain drain apa kumaha,1872842121629319936,,Kucyber69,in,,0,0,0,https://x.com/undefined/status/1872842121629319655,2841664266
1871936778476847104,Wed Dec 25 15:46:01 +0000 2024,0,@wisnu_prasetya Di Indonesia yang cukup populer di tahun yang sama adalah brain drain .,1871945500641169920,,wisnu_prasetya,in,,0,0,0,https://x.com/undefined/status/1871945500641169678,56980631
1871169863542359040,Mon Dec 23 12:23:54 +0000 2024,0,What if brain drain of indonesia comes to malaysia? I mean it s good for Malaysia in terms of society (intellectual educated people come to malaysia) and economy of course.,1871169863542359040,,,en,,0,0,0,https://x.com/undefined/status/1871169863542358497,1548214101914296064
1870338683855160064,Sun Dec 22 13:50:10 +0000 2024,0,@alpokatmentega Gausah ngomong gitu udah banyak kok orang berprestasi yang ninggalin Indonesia karena #YTTA Makin banyak brain drain yang bisa dimanfaatkan buat negeri sendiri tapi gak dihargai. Ambil contoh saja ahli cybersecurity yang kerja di luar negeri karena di sini gajinya kurang,1870829184504967936,,alpokatmentega,in,,0,0,0,https://x.com/undefined/status/1870829184504967643,1084772056091120000
1870396120301728000,Sat Dec 21 09:09:20 +0000 2024,0,1️⃣ Fenomena Brain Drain - Banyak talenta muda Indonesia hijrah ke luar negeri terutama Singapura. - Penyebab: tawaran pendidikan dan pekerjaan lebih baik. - Solusi: Menyediakan lapangan kerja berbasis teknologi tinggi di dalam negeri.,1870396122453410048,,_galihhermawan_,in,,0,1,0,https://x.com/undefined/status/1870396122453410141,36848328
1870322050365313024,Sat Dec 21 04:15:00 +0000 2024,0,Brain drain telah lama terjadi dan akan terus terjadi. Indonesia mengalami kerugian besar jika larinya para cerdas bangsa ini jika tidak dicegah. #Headline https://t.co/AviecmU1SN,1870322050365313024,,,in,,0,0,0,https://x.com/undefined/status/1870322050365313132,23786106
1869388893910606080,Fri Dec 20 02:06:25 +0000 2024,0,@Ndrewstjan oh wow.. brain drain talenta indonesia ngga kebendung pindah ke negara lain krna postingan tone deaf lu.,1869927306023842048,,Ndrewstjan,in,,0,0,0,https://x.com/undefined/status/1869927306023842105,2154878533
1869576012071088128,Thu Dec 19 14:02:24 +0000 2024,0,@worksfess mulai brain drain @prabowo selamat pak singapura jepang &amp; aussie siap menampung talenta terbaik indonesia ,1869745100374642944,,worksfess,in,,0,0,0,https://x.com/undefined/status/1869745100374643097,2154878533
1869734364298575872,Thu Dec 19 13:19:54 +0000 2024,0,Dampak Brain Drain pada Indonesia: Tentu saja fenomena brain drain ini akan berdampak buruk pada Indonesia. Kehilangan Talenta Terbaik: Sumber daya manusia yang sangat berbakat meninggalkan Indonesia untuk bekerja di luar negeri merusak kemajuan negara.,1869734403880243968,,Area_Pintar,in,,0,1,0,https://x.com/undefined/status/1869734403880243682,144765747
1869734364298575872,Thu Dec 19 13:19:47 +0000 2024,0,Upah yang lebih besar atau lingkungan hidup yang lebih baik. Negara-negara berkembang termasuk Indonesia sering mengalami drainase otak karena tidak memiliki kesempatan kerja dan kehidupan yang kompetitif dibandingkan negara maju. Kenapa Jumlah Brain Drain Meningkat?,1869734375958761984,,Area_Pintar,in,,0,1,0,https://x.com/undefined/status/1869734375958761706,144765747
1869734364298575872,Thu Dec 19 13:19:46 +0000 2024,0,Faktor-faktor seperti kenaikan pajak kesulitan mendapatkan pekerjaan di dalam negeri dan ketidakpastian politik membuat banyak orang tidak nyaman tinggal di Indonesia. Namun apa sebenarnya drainase otak? Kita akan berbicara lebih lanjut sekarang! Apa Itu Brain Drain?,1869734369746931968,,Area_Pintar,in,,0,1,0,https://x.com/undefined/status/1869734369746931976,144765747
1869734364298575872,Thu Dec 19 13:19:45 +0000 2024,1,Pajak Naik Cari Kerja Susah Politik Tak Pasti Membuat Fenomena Brain Drain di Indonesia Naik 𝑺𝒆𝒃𝒖𝒂𝒉 𝑼𝒕𝒂𝒔 Apa dampaknya bagi negara dan bagaimana cara mengatasinya? #AreaPintar #areapintartrust #Brain #Drain #Ekonomi #Indonesia #Talenta #Kebijakan #Pajak https://t.co/2eb4C2Rn8V,1869734364298575872,https://pbs.twimg.com/media/GfKgSBJaAAAhT1q.jpg,,in,,1,1,1,https://x.com/undefined/status/1869734364298576166,144765747
1869696981821739008,Thu Dec 19 11:15:48 +0000 2024,0,@stratcazter Menuju indonesia brain drain kata gueh,1869703173470031872,,stratcazter,in,,0,0,0,https://x.com/undefined/status/1869703173470032092,2935510602
1869546047548322048,Thu Dec 19 00:51:26 +0000 2024,0,Trs td ada berita klo brain drain di indonesia lg mulai trend trs baca pihak pemerintah blg hrs segera dikurangin kek gtu. REFLEKSI ANJ bukannya larang2. Rakyat lo byk yg pgn pindah ke LN karena gada kesejahteraan di sini bykin muhasabah diri deh pemerintah,1869546047548322048,,,in,,0,1,0,https://x.com/undefined/status/1869546047548322024,4582754478
1869202841065447936,Wed Dec 18 02:07:40 +0000 2024,0,Indonesia sekarang udah banyak human capital accumulation yg memperburuk disparitas sosial. Ditambah brain drain dan menghambat pengembangan soft skill serta critical thinking yg akhirnya terjadi achievement gap. Sadar ngga? Gimana coba mau improve diri?????,1869202844005563904,,semburatsayup,in,,0,0,0,https://x.com/undefined/status/1869202844005564533,1787125713612784128
1868367017604207104,Sun Dec 15 19:16:41 +0000 2024,0,membuat Indonesia Emas 2045 hanya sekedar bualan belaka dan terjadi brain-drain besar2an.,1868374639384441088,,KlimaS84521,in,,0,0,0,https://x.com/undefined/status/1868374639384441267,1868359272565965056
1867470696227774976,Fri Dec 13 07:24:44 +0000 2024,0,died 1998 reborn 2024 yang udah punya gelar sarjana ayo kita genjot brain drain. biar indonesia jadi kayak india. kita bangun peradaban diaspora indonesia 30-40 tahun ke depan biar maju.,1867470696227774976,,,in,,0,0,0,https://x.com/undefined/status/1867470696227774653,1816831813941362944
1866278688398159872,Tue Dec 10 23:10:04 +0000 2024,9,@ardisatriawan Entah Pemerintah sengaja secara sistematik untuk mempercepat brain drain atau menyerah dengan kondisi pendidikan di Indonesia. Analoginya seorang chef yang bluntly menyarankan pelanggannya untuk makan di tempat lain saja. We know what ll happen don t we?,1866621431905391104,,ardisatriawan,in,,0,0,1,https://x.com/undefined/status/1866621431905390935,1330319594
1866285835911672064,Tue Dec 10 01:25:17 +0000 2024,0,@lyndaibrahim @YohanesSulaiman Sekedar diskusi salahnya apa? Jumlah PTN + PTS Indonesia =4000 an. Jumlah lulusan SMA (yg ikut snbt 700k) Masih cukup kah? Brain drain issue lain ya. Tidak promo uni indo? Mungkin bener promosi PT lokal kurang. Kualitas S1 vs LN rata² masih belum ya. Mungkin yg perlu JD,1866293073900359936,,lyndaibrahim,in,,0,1,0,https://x.com/undefined/status/1866293073900360127,8743472
1866076758304568064,Mon Dec 09 11:05:43 +0000 2024,0,Kebetulan hari ini ikut seminar yang isinya ngajak perusahaan lokal buat hire warga asing. Disitu disebutin kalo jumlah pekerja dari Indonesia meningkat pesat dalam setahun. Kalau perusahaan disini ikutan hiring tentu aliran brain drain ini bakal makin deras ,1866076758304568064,,,in,,0,0,0,https://x.com/undefined/status/1866076758304567564,1850255173
1865797187130846976,Sun Dec 08 16:34:48 +0000 2024,16,Talenta akan terbang ke mana mendapat penghargaan. Sebelum Singapura menggoda talenta Indonesia ia telah ciptakan skema agar talentanya sendiri tdk hilang. Bahkan utk sesama brain drain Filipina mungkin masih lbh beruntung dari SDM kita. Opini saya: https://t.co/cdXnCftTDa,1865797187130846976,,,in,,1,0,10,https://x.com/undefined/status/1865797187130847507,182773459
1865244120907943936,Sat Dec 07 09:30:18 +0000 2024,1,@rannissapuspita Brain Drain Indonesia udh ga terelakkan lagiii,1865327966924014080,,chococurescurse,in,,0,0,0,https://x.com/undefined/status/1865327966924013714,2503544372
1865271251377464064,Sat Dec 07 05:44:56 +0000 2024,0,Indonesia needs a big brain drain. like everyone that has some capacity to work *not* here should just go do an exodus,1865271251377464064,,,en,,0,0,0,https://x.com/undefined/status/1865271251377463565,1344242294094848000
1865258790230330880,Sat Dec 07 04:55:25 +0000 2024,11,Kalo dipikir2 reverse brain drain/pulang kampungnya diaspora Indonesia itu banyak yg karena homesick atau family obligations ketimbang dapat tempat di dalam negeri yg setara tempatnya di luar negeri,1865258790230330880,,,in,,0,0,2,https://x.com/undefined/status/1865258790230331462,1957974649
1865195479165997056,Sat Dec 07 00:43:50 +0000 2024,57,Jangankan Indonesia negara-negara Eropa saja kena brain drain talentanya pindah ke negara melting plot imigran,1865195479165997056,,,in,,0,8,6,https://x.com/undefined/status/1865195479165997178,35167068
1864683317771292928,Fri Dec 06 14:06:33 +0000 2024,0,@dondihananto Om Jensen abis baca liputannya @BiLLYKHAERUDIN dkk di @hariankompas soal ga kompetennya pemerintah menghadapi brain drain bangsa Indonesia ya ngapain bikin RnD disini mending di Singapura.,1865035100997718016,,dondihananto,in,,0,1,0,https://x.com/undefined/status/1865035100997718120,144227129
1865000916916802048,Fri Dec 06 11:50:43 +0000 2024,25,Mari kita dukung Brain Drain Indonesia dengan #KaburAjaDulu biar Indonesia dihuni sama buzzer voter dan simpatisan 02-Mulyoon-KIM Plus,1865000916916802048,,,in,,0,1,3,https://x.com/undefined/status/1865000916916801973,163772776
1864516098533789952,Fri Dec 06 04:33:09 +0000 2024,1,@ChrisWibisana Brain drain kedua Indonesia mandek di tahun 60an juga gara2 ini,1864890798694896128,,ChrisWibisana,in,,0,1,0,https://x.com/undefined/status/1864890798694895904,2274470208
1864652774035824896,Thu Dec 05 12:47:19 +0000 2024,12,Pantes Singapura jadi negara kecil maju. Hampir 1000 lebih WNI kita yang pindah ke Singapura setiap tahunnya adalah BIBIT UNGGUL. Mereka memilih pindah kewarganegaraan karena alasan karir dan kwalitas hidup yang lebih baik. Indonesia alami BRAIN DRAIN nih!! https://t.co/t7LV52aGyF,1864652774035824896,https://pbs.twimg.com/ext_tw_video_thumb/1864652684676222980/pu/img/MnTk3GwfO9B7PvsE.jpg,,in,,0,1,2,https://x.com/undefined/status/1864652774035825027,975389335775199232
1863909366044274944,Tue Dec 03 11:33:17 +0000 2024,33,Pulang ke tanah air: kapan nikah? Udah nggak usah tinggi2 kuliah nanti nggak ada yg mau... Berkarier di Singapura: talenta unggul Indonesia mengalami brain drain... ,1863909366044274944,,,in,,0,2,4,https://x.com/undefined/status/1863909366044275165,150648581
1863895875484857088,Tue Dec 03 10:39:40 +0000 2024,1,Adanya perluasan opsi berkarir ketersediaan infrastruktur pendukung serta peningkatan remunerasi bisa mengatasi persoalan brain drain di Indonesia. #Humaniora #AdadiKompas https://t.co/S0foWgXJwN,1863895875484857088,,,in,,0,0,0,https://x.com/undefined/status/1863895875484856734,771030588
1863895801967058944,Tue Dec 03 10:39:23 +0000 2024,0,Adanya perluasan opsi berkarir ketersediaan infrastruktur pendukung serta peningkatan remunerasi bisa mengatasi persoalan brain drain di Indonesia. #Humaniora #AdadiKompas https://t.co/AT1jwyjogD,1863895801967058944,,,in,,0,0,0,https://x.com/undefined/status/1863895801967059447,255866913
1863861720852360960,Tue Dec 03 08:23:57 +0000 2024,10,Yang pertama kali terpikirkan ketika gw ngelihat wisuda adek gw di Tohoku Uni yang banyak banget dari mereka orang Indonesia : Brain Drain Mana orangnya itu-itu aja kalo pernah ikut olimpiade sains sampe nasional/dapet medali ya pasti tau banyak. Pocket-pocket brain drain,1863861720852360960,,,in,,0,1,2,https://x.com/undefined/status/1863861720852361323,1794672659986530048
1863827641603916032,Tue Dec 03 06:08:34 +0000 2024,5,Brain Drain masyarakat (termasuk Harian Kompas) menyalahkan pemerintah karena membiarkan itu terjadi. Tapi perlakuan pada SDM (Unggul) itu sendiri diperlakukan sebagai Satrio Pininggit yang secara ajaib membawa perubahan ke Indonesia daripada talenta yang harus diberdayakan.,1863827648637734912,,Vrijmanstaat101,in,,0,0,0,https://x.com/undefined/status/1863827648637734992,1701911993790468096
1863827641603916032,Tue Dec 03 06:08:32 +0000 2024,10,Saya gak membenarkan apa yang dilakukan Singapura. Namun pada nyatanya perlakuan Indonesia pada taraf SELURUH masyarakat (termasuk pemerintah) memperlakukan SDM (unggul) sebagai Satrio Pininggit yang jadi hambatan terbesar menghentikan Brain Drain.,1863827641603916032,,,in,,0,1,2,https://x.com/undefined/status/1863827641603915995,1701911993790468096
1863790148636573952,Tue Dec 03 03:56:12 +0000 2024,0,Situasi ini bisa memicu brain drain hijrahnya manusia unggul Indonesia ke luar negeri. Sebagai salah satu parameter berdasarkan catatan Kementerian Imigrasi dan Pemasyarakatan selama 2019-2023 jumlah warga negara Indonesia (WNI) yang pindah menjadi warga Singapura hampir,1863794340042306048,,hariankompas,in,,0,1,1,https://x.com/undefined/status/1863794340042305743,255866913
1863789233259107072,Tue Dec 03 03:35:55 +0000 2024,24,Perlombaan skrg tiap kota bukan negara menyediakan good quality live bagi the best tallent and the best brain in the world. Spore maju jauh berapa langkah dibanding kita. Bukan hanya brain drain dr Indonesia tapi juga dr negara lain. Saya usahakan sekali kadang dua kali setahun https://t.co/rAF5iciqTb,1863789233259107072,https://pbs.twimg.com/media/Gd2CbQ1aAAAffp8.jpg,,in,,1,8,9,https://x.com/undefined/status/1863789233259106790,122020937
1863735223890087936,Tue Dec 03 00:08:18 +0000 2024,87,@hariankompas Tawaran beasiswa di institusi pendidikan kelas dunia dan skema tawaran kerja bergaji tinggi memicu brain drain hijrahnya talenta unggul Indonesia ke luar negeri. Dlm rentang 2019-2023 WNI yang pindah jadi WNI Singapura jumlahnya mencapai 1000 orang/tahun https://t.co/feRjgyPVub,1863736985938166016,,BiLLYKHAERUDIN,in,,6,5,22,https://x.com/undefined/status/1863736985938166086,49383672
1863735223890087936,Tue Dec 03 00:01:18 +0000 2024,2299,Liputan investigasi @hariankompas mengungkap fenomena brain drain besar-besaran di Indonesia dua dekade terakhir. Kompas menelusuri bagaimana talenta unggul Indonesia bisa tersedot ke Singapura dan pemerintah gagal memanfaatkan potensi anak bangsa sendiri https://t.co/feRjgyPVub https://t.co/Z0PhmZLoeS,1863735223890087936,https://pbs.twimg.com/media/Gd1RTxMaEAQk-Us.jpg,,in,,180,100,959,https://x.com/undefined/status/1863735223890088398,49383672
1863553709554515968,Mon Dec 02 12:44:26 +0000 2024,1,@hariankompas Silahkan prof @anshory72 prof @yanuarnugroho Investigasi @hariankompas tentang brain drain hijrahnya talenta unggul Indonesia ke luar negeri khususnya ke Singapura.,1863564884673430016,,hariankompas,in,,0,0,0,https://x.com/undefined/status/1863564884673429737,1672232753893641984
1863557482968450048,Mon Dec 02 12:15:01 +0000 2024,0,Sahabat Data baca liputan #InvestigasiKompas Brain Drain di Indonesia Brain Gain di Singapura di @hariankompas (https://t.co/RexyGrNAfJ) 3 Desember 2024. #AdadiKompas,1863557482968450048,,,in,,0,0,0,https://x.com/undefined/status/1863557482968449500,771030588
1863556431645131008,Mon Dec 02 12:10:51 +0000 2024,0,Sobat Muda baca liputan #InvestigasiKompas Brain Drain di Indonesia Brain Gain di Singapura di harian Kompas (https://t.co/IeONMBLo8E) 3 Desember 2024. Simak videonya di sini⤵️,1863556431645131008,,,in,,0,0,0,https://x.com/undefined/status/1863556431645131115,79237556
1863553709554515968,Mon Dec 02 12:00:02 +0000 2024,3,Apa yang membuat talenta unggul Indonesia berbondong-bondong ke Singapura? Baca liputan #InvestigasiKompas Brain Drain di Indonesia Brain Gain di Singapura di harian Kompas (https://t.co/Z6bhYbEJRg) 3 Desember 2024. https://t.co/O7VVqTLJUR https://t.co/0EW0lLFCt2,1863553709554515968,https://pbs.twimg.com/ext_tw_video_thumb/1863532778123665408/pu/img/e66-neeVszUGPckq.jpg,,in,,4,3,9,https://x.com/undefined/status/1863553709554516406,255866913
1862478092402663936,Fri Nov 29 23:49:40 +0000 2024,0,@ristoooooooo @niwseir @reno_drw @xueye_traveler Kalo bener kejadian indonesia bakal kaya Haiti &amp; Afrika selatan yg makin ancur dan chaos setelah penduduk minoritas nya cabut Krn saat mrk pergi bakal terjadi brain drain &amp; capital flight skala gede,1862645131725431040,,ristoooooooo,in,,0,0,0,https://x.com/undefined/status/1862645131725431278,1678763465304079872
1860614912340570112,Sun Nov 24 09:22:18 +0000 2024,0,Another Indonesia's brain drain. A great loss for Indonesia a big gain for Singapore.,1860614912340570112,,,en,,0,0,0,https://x.com/undefined/status/1860614912340570357,1208292929942384896
1859360909174637056,Thu Nov 21 01:55:27 +0000 2024,0,@ardisatriawan Ntar Indonesia brain drain nanges,1859415295707972096,,ardisatriawan,in,,0,0,0,https://x.com/undefined/status/1859415295707971609,1107050111102643968
1857790127084598016,Tue Nov 19 09:27:31 +0000 2024,0,@chuentoi @aryapradanab @BebasVisaID @IvanRT05 @PejuangPaspor @MikeyAM97 @oak_math_lee_91 @erika_solo @sandmanindo @yovie_myg If that continues it s the brain drain for Indonesia not good for the future skilled &amp; educated people should be here helping the country rather than some other country but I understand the frustration 2 so I don t know what to say even though I m generally an optimistic person,1858804284827333120,,chuentoi,en,,0,1,0,https://x.com/undefined/status/1858804284827332789,840372539402600448
1855963166406255104,Mon Nov 11 13:18:12 +0000 2024,0,Dengan semakin banyaknya orang Indonesia yang berpindah kewarganegaraan timbul pertanyaan mengenai masa depan Indonesia dan posisinya di komunitas global. Apakah Indonesia dapat mengubah brain drain menjadi brain gain dengan memanfaatkan diaspora globalnya?,1855963238309224960,,Area_Pintar,in,,0,1,0,https://x.com/undefined/status/1855963238309224656,144765747
1855963166406255104,Mon Nov 11 13:18:08 +0000 2024,0,Selain mempengaruhi individu perpindahan kewarganegaraan juga memiliki dampak bagi Indonesia dan negara-negara yang menerima warga negara baru. Indonesia menghadapi 'brain drain' atau hilangnya talenta-talenta terbaiknya terutama di bidang sains dan teknologi.,1855963218575086080,,Area_Pintar,in,,0,1,0,https://x.com/undefined/status/1855963218575085919,144765747
1854586257508122880,Thu Nov 07 19:26:52 +0000 2024,1,@ipoprules Moga-moga lah Indonesia memperbolehkan kewarganegaraan ganda buat dewasa krn sekarang brain-drain (emigrasi masyarakat berbakat dan berjenjang tinggi) sudah melampaui batas. Supaya Biru bisa sekaligus jadi pres RI &amp; Floptropica sekaligus lol,1854606462724576000,,ipoprules,in,,0,0,0,https://x.com/undefined/status/1854606462724575709,1185966944069046016
1854388785003610880,Thu Nov 07 05:31:25 +0000 2024,4,@stay_focus21 @VeritasArdentur Min @Gerindra ini serius menterinya mendukung brain drain di Indonesia?,1854396213711507968,,stay_focus21,in,,0,0,1,https://x.com/undefined/status/1854396213711507662,994097948412657664
1854131290104366080,Wed Nov 06 11:58:42 +0000 2024,87,2045 menuju Indonesia brain drain ,1854131290104366080,,,in,,1,1,23,https://x.com/undefined/status/1854131290104365479,501800437
1853941546766529024,Wed Nov 06 09:49:58 +0000 2024,0,@ardisatriawan Menteri TOLOL. Itu namanya brain drain. Orang2 Indonesia yang pintar2 dan dipintarkan negara malah keluar dari Indonesia. Tinggallah manusia Indonesia yg 70 % goblok,1854098893132472064,,ardisatriawan,in,,0,0,0,https://x.com/undefined/status/1854098893132472401,911569768699723776
1853951786039616000,Wed Nov 06 00:05:25 +0000 2024,56,Mendukung kebijakan penerima LPDP gak wajib pulang. Kalau perlu difasilitasi &amp; dibantu konsultasi untuk bisa kerja di luar negeri bagi yg mau (gw yakin gak semuanya mau lanjut kerja di LN) Supaya gak brain drain di seleksi awalnya cari calon beswan yg lebih nasionalisme punya,1853951786039616000,,,in,,0,11,3,https://x.com/undefined/status/1853951786039615997,890824544641925120
1853693352861955072,Tue Nov 05 06:59:02 +0000 2024,0,Hong Kong high IQ Hungary canoeing Iceland penetrating the internet India movies and low prices Indonesia volcanoes Iran brain drain Iraq not safe for journalists Ireland the quality of life Israel research and development (% of GDP) Part 7,1853693487713054976,,sadaqatktk12,en,,0,1,0,https://x.com/undefined/status/1853693487713055228,3523052179
1853163530091945984,Mon Nov 04 15:28:33 +0000 2024,0,@JMastertoaster I'm literally from and living Indonesia a Global South country if we want to play oppression Olympics you imperial core denizen. Brain drain is an issue because our countries are made shit by not being allowed to develop.,1853459325249049088,,,en,,0,0,0,https://x.com/undefined/status/1853459325249048824,1631321607083020032
1852171785040805888,Fri Nov 01 03:23:12 +0000 2024,5,@Info_SerieA Nah mudah-mudahan nanti ada upaya untuk mengembangkan program pendampingan atau semacam pelatihan karir bagi alumni setelah mereka menyelesaikan pendidikan. Agar nanti mereka siap berkarya untuk Indonesia ga lari ke luar negeri dan jadi corporate brain drain .,1852189621850971904,,SantrIng90,in,,0,2,0,https://x.com/undefined/status/1852189621850972440,1837295133643117056
1851542043472146944,Wed Oct 30 10:22:09 +0000 2024,195,@KemenperinRI Singapura brain drain orang2 IQ tinggi dari Indonesia juga money drain orang2 super kaya Indonesia. Indonesia disetting dikuasai orang2 serakah yang memikirkan kekuasaan dan bisnis pribadinya. Lalu buzzer2 ternakan siap mendukung orang2 serakah itu.,1851570279899898112,,NgomonginSosmed,in,,1,1,17,https://x.com/undefined/status/1851570279899898351,1474612212954119936
1850669324186649088,Mon Oct 28 06:28:39 +0000 2024,0,@hossam_mabed @Microsoft So do what i did leave the ungrateful nations that we are second-class citizens of. Stop the a brain drain of Muslim talent to other countries. Let's make Muslim countries great again. A renaisance of science and technology not seen since the early Caliphates. No military,1850786741957120000,,hossam_nasr0,en,,0,0,0,https://x.com/undefined/status/1850786741957120319,2469109176
1850549342027002112,Sun Oct 27 14:45:19 +0000 2024,1, Indonesia kena brain drain baru tau rasa deh,1850549342027002112,,,in,,0,0,0,https://x.com/undefined/status/1850549342027002081,1662078606
1849598890686939904,Thu Oct 24 23:48:34 +0000 2024,1,Mengenal Tech Brain Drain Ancaman Buat Startup dan Perusahaan IT di Indonesia https://t.co/O7k7zRJ38J,1849598890686939904,,,in,,0,0,0,https://x.com/undefined/status/1849598890686939593,552523769
1849446692178842112,Thu Oct 24 13:47:17 +0000 2024,1,Saran gw bagi generasi gw mah mari kosongin indo. Biar indonesia brain drain,1849447574815817984,,superidol_osu,in,,0,0,0,https://x.com/undefined/status/1849447574815818048,1309933054392066048
1848935876350406912,Thu Oct 24 04:27:13 +0000 2024,0,With the allure of global tech hubs why is Indonesia facing a growing tech talent brain drain? Dudi Arisandi (@tiket) and Imeiniar Chandra (Michael Page Indonesia) are discussing the challenges and opportunities for retaining top tech talent in Indonesia. https://t.co/WarpaFUYjZ,1849306630112062976,https://pbs.twimg.com/media/GaoOU3AaAAAbjir.jpg,techinasia,en,,0,1,0,https://x.com/undefined/status/1849306630112063592,44078873
1848227759857843968,Mon Oct 21 05:00:11 +0000 2024,0,Mau tahu seluk-beluk lanskap teknologi Indonesia yang lagi booming? Yuk gabung untuk eksplorasi tren investasi inklusi keuangan inovasi dan tantangan brain drain semuanya langsung dari warga lokal yang paham banget pasar ini. https://t.co/s5YH8RDUTm,1848227759857843968,https://pbs.twimg.com/media/GaY5Vv8WkAAhztJ.jpg,,in,,0,1,0,https://x.com/undefined/status/1848227759857844289,1578524700
1848179266036658944,Mon Oct 21 01:47:29 +0000 2024,3,New man in charge in the world's 4th biggest country by population. Downstreaming is a trend we've all observed in countries like Indonesia with rich reserves so this is unsurprising. What will be interesting to see is how quickly Prabowo combats brain drain (talent that https://t.co/lRrYq8t9iQ,1848179266036658944,https://pbs.twimg.com/media/GaYMNsiWgAASPm5.png,,en,,0,0,0,https://x.com/undefined/status/1848179266036658658,1135515082459373952
1847835160286269952,Sun Oct 20 03:00:07 +0000 2024,0,Mau tahu seluk-beluk lanskap teknologi Indonesia yang lagi booming? Yuk gabung untuk eksplorasi tren investasi inklusi keuangan inovasi dan tantangan brain drain semuanya langsung dari warga lokal yang paham banget pasar ini. https://t.co/FthG7qOdiK,1847835160286269952,https://pbs.twimg.com/media/GaTURabW8AAqZJ5.jpg,,in,,0,1,0,https://x.com/undefined/status/1847835160286269719,1578524700
1846553065056243968,Wed Oct 16 14:08:00 +0000 2024,5,Brain drain jadi tantangan besar buat Indonesia! Hampir 4.000 WNI pindah kewarganegaraan ke Singapura (2019-2022) karena gaji &amp; peluang lebih oke. Lulusan baru di RI: Rp4 6 juta vs Singapura: Rp32 juta! Kalau nggak mau terus kehilangan talenta R&amp;D lokal harus diperkuat! https://t.co/Xq1zieIrgF,1846553685754532096,https://pbs.twimg.com/media/GaBGwrtWgAENDYo.jpg,ConversationIDN,in,,0,1,3,https://x.com/undefined/status/1846553685754532026,892211698030989312
1843152677368421888,Mon Oct 07 05:02:11 +0000 2024,6,@arjunaskykok Saatnya mempercepat Brain Drain Indonesia,1843154835132363008,,arjunaskykok,in,,0,0,1,https://x.com/undefined/status/1843154835132363067,1107050111102643968
1842107803512798976,Fri Oct 04 07:41:39 +0000 2024,1,ASLI KAK. thats why fenomena brain drain tuh malah jadi budaya di kita. even kalo Indonesia ga ada tobatnya aku tuh jadi salah satu orang yang bakal melakukan fenomena ini deehhh...,1842107803512798976,,,in,,0,1,0,https://x.com/undefined/status/1842107803512799300,1243523676433027072
1841263756296539904,Thu Oct 03 07:27:42 +0000 2024,0,@buntand @FelixSGL1 @Strategi_Bisnis Asal bikin sistem negara kayak korut bisa. Tapi alhasil brain drain dan 90% capital indonesia bakal cabut. Negara bubar balkan 3.0,1841741903282503936,,buntand,in,,0,0,0,https://x.com/undefined/status/1841741903282504032,1464687187514081024
